housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
21,1937.0,389.0,1002.0,373.0,2.6087,inland,96200
16,2216.0,458.0,1135.0,424.0,2.7316,inland,97500
30,2603.0,507.0,1491.0,473.0,3.0909,inland,123400
25,3301.0,678.0,994.0,306.0,3.2262,inland,97200
17,1118.0,270.0,560.0,244.0,2.0216,inland,112500
33,1541.0,313.0,880.0,272.0,2.5074,inland,117700
28,1689.0,378.0,1057.0,267.0,3.125,inland,156300
43,1116.0,222.0,801.0,207.0,2.875,inland,97200
3,3425.0,611.0,1588.0,459.0,4.1779,inland,147800
16,1795.0,362.0,1642.0,340.0,2.5363,inland,86300
24,1520.0,335.0,882.0,306.0,2.2019,inland,100000
14,1506.0,380.0,1096.0,352.0,1.1301,inland,78500
31,2609.0,645.0,1796.0,629.0,1.5479,inland,82000
26,2036.0,401.0,1343.0,414.0,3.6331,inland,88600
29,4176.0,779.0,2092.0,741.0,2.595,inland,104200
32,2893.0,481.0,1198.0,466.0,3.1719,inland,140600
8,1944.0,283.0,814.0,276.0,5.3988,inland,165500
9,97.0,20.0,91.0,22.0,2.9063,inland,55000
16,3736.0,761.0,1942.0,730.0,2.5598,inland,120200
15,1385.0,288.0,775.0,255.0,1.933,inland,140600
22,886.0,173.0,595.0,161.0,2.4398,inland,150000
34,1841.0,354.0,1019.0,356.0,1.7841,inland,67500
32,320.0,73.0,222.0,78.0,2.9271,inland,87500
26,1787.0,364.0,1548.0,362.0,1.7188,inland,49500
20,2380.0,489.0,1581.0,505.0,2.0595,inland,61300
23,2363.0,449.0,1168.0,410.0,2.2794,inland,75700
32,2455.0,508.0,1344.0,492.0,1.9732,inland,69400
18,164.0,30.0,104.0,32.0,1.6607,inland,87500
42,2918.0,576.0,1182.0,440.0,2.1434,inland,44000
22,2124.0,432.0,829.0,313.0,2.4519,inland,57500
21,1091.0,208.0,660.0,188.0,2.2321,inland,34600
16,2843.0,564.0,892.0,386.0,2.5074,inland,69100
20,1367.0,284.0,429.0,181.0,2.0227,inland,47500
34,1355.0,262.0,434.0,178.0,2.0903,inland,56100
33,2820.0,515.0,976.0,403.0,2.6062,inland,52600
22,8853.520000000019,1739.0,4276.0,1581.0,2.0802,inland,47900
14,1250.0,272.0,721.0,234.0,2.35,inland,95700
20,1963.0,434.0,682.0,273.0,1.5817,inland,97800
19,3325.0,660.0,750.0,286.0,2.9509,inland,114800
15,991.0,277.0,419.0,170.0,3.5469,inland,82500
12,1736.0,352.0,330.0,123.0,3.5294,inland,160700
17,1631.0,335.0,285.0,128.0,2.7656,inland,130000
15,2199.0,453.0,899.0,347.0,2.35,inland,107800
20,3301.0,779.0,1085.0,448.0,3.7315,inland,159300
11,3934.0,697.0,901.0,345.0,4.2381,inland,242700
14,5919.0,1278.0,265.0,112.0,3.2431,inland,221400
18,1795.0,416.0,483.0,208.0,4.5375,inland,169800
20,2474.0,625.0,338.0,141.0,5.01,inland,195500
17,3769.0,908.0,1160.0,453.0,3.05,inland,188900
13,1907.0,544.0,575.0,234.0,3.0685,inland,162500
14,2284.0,622.0,342.0,137.0,3.0921,inland,87500
14,1847.0,439.0,238.0,98.0,3.6042,inland,137500
10,7744.0,1573.0,483.0,224.0,3.2917,inland,231800
17,4203.0,816.0,2900.0,827.0,4.1742,h ocean,159900
19,5015.0,1013.0,3251.0,940.0,3.9818,h ocean,152900
24,4195.0,706.0,2200.0,647.0,4.3451,h ocean,177800
30,1337.0,253.0,838.0,247.0,5.0374,h ocean,165400
32,4089.0,735.0,2927.0,713.0,4.1675,h ocean,142500
29,4964.0,1056.0,2773.0,1036.0,3.0827,h ocean,148100
27,4131.0,886.0,2002.0,815.0,3.2929,h ocean,157500
33,3252.0,630.0,2010.0,641.0,3.4222,h ocean,158100
21,7884.0,1739.0,4573.6600000000035,1581.0,2.7367,h ocean,160300
16,6568.0,1603.0,4573.6600000000035,1565.0,2.3463,h ocean,156100
24,2591.0,739.0,3243.0,702.0,2.1766,h ocean,108500
37,3149.0,833.0,3456.0,788.0,2.8542,h ocean,127600
43,2534.0,592.0,2448.0,603.0,2.4884,h ocean,130500
19,8853.520000000019,1739.0,4573.6600000000035,1581.0,2.0244,h ocean,118500
39,3260.0,821.0,3130.0,793.0,2.5224,h ocean,119200
45,1827.0,408.0,1507.0,410.0,2.8942,h ocean,129000
31,2697.0,690.0,2220.0,665.0,2.5329,h ocean,135200
34,2486.0,560.0,2443.0,557.0,2.5263,h ocean,130400
28,256.0,66.0,214.0,60.0,3.0197,h ocean,137500
44,309.0,121.0,315.0,80.0,1.6071,h ocean,112500
24,3174.0,506.0,1466.0,535.0,5.2285,h ocean,248100
30,3745.0,767.0,1762.0,748.0,3.2355,h ocean,214200
42,4261.0,840.0,2013.0,801.0,3.5288,h ocean,221000
52,2351.0,459.0,1169.0,439.0,2.8924,h ocean,169600
28,1926.0,556.0,1717.0,535.0,1.9385,h ocean,123200
10,913.0,265.0,508.0,251.0,0.9914,h ocean,147500
40,2878.0,592.0,1444.0,564.0,3.1439,h ocean,192300
40,2497.0,520.0,1275.0,508.0,3.1071,h ocean,193100
19,8853.520000000019,1739.0,4259.0,1581.0,3.6875,h ocean,189700
24,3071.0,544.0,1477.0,560.0,3.9219,h ocean,222500
26,5745.0,1017.0,2780.0,996.0,5.0,h ocean,202300
38,5561.0,1292.0,3523.0,1253.0,2.8289,h ocean,168300
6,8853.520000000019,1739.0,4573.6600000000035,1581.0,3.7912,h ocean,168900
28,1049.0,235.0,705.0,208.0,2.7321,near ocean,150000
37,424.0,65.0,266.0,64.0,3.3472,near ocean,293800
23,2392.0,721.0,3074.0,718.0,2.5195,h ocean,136900
16,1680.0,285.0,1103.0,275.0,4.6125,h ocean,253800
13,833.0,130.0,405.0,127.0,5.2729,h ocean,322900
15,2608.0,458.0,1531.0,457.0,5.5148,h ocean,253500
28,1445.0,268.0,1017.0,284.0,3.6693,h ocean,211000
28,827.0,178.0,703.0,144.0,4.4271,h ocean,175700
19,2528.0,554.0,2332.0,492.0,3.7766,h ocean,177000
22,1304.0,278.0,887.0,227.0,3.6607,h ocean,206300
19,2511.0,465.0,1551.0,450.0,4.9107,h ocean,231900
20,2606.0,424.0,1361.0,426.0,4.5787,h ocean,245100
19,2164.0,410.0,1309.0,426.0,3.338,h ocean,185300
16,3841.0,620.0,1799.0,611.0,4.3814,h ocean,245300
18,1984.0,379.0,1078.0,359.0,3.2969,h ocean,229900
18,2837.0,522.0,1454.0,458.0,4.5272,h ocean,221000
17,3921.0,654.0,1895.0,641.0,5.0092,h ocean,238700
18,1819.0,283.0,919.0,295.0,4.1696,h ocean,222500
21,1141.0,257.0,671.0,195.0,3.8424,h ocean,155700
21,2294.0,478.0,1306.0,430.0,3.0347,h ocean,227200
27,1608.0,503.0,2031.0,498.0,2.3384,h ocean,121000
25,1851.0,418.0,1678.0,390.0,3.2937,h ocean,135300
32,1740.0,399.0,1563.0,389.0,2.7694,h ocean,132400
30,2628.0,444.0,1372.0,432.0,4.1696,h ocean,175000
18,5915.0,1000.0,2975.0,975.0,4.5812,h ocean,255200
18,1575.0,230.0,751.0,219.0,5.2203,h ocean,286500
15,2191.0,358.0,1150.0,330.0,4.7969,h ocean,227500
12,8853.520000000019,1739.0,4573.6600000000035,1581.0,3.2652,h ocean,152800
37,641.0,129.0,458.0,142.0,3.3456,h ocean,252600
52,1437.0,298.0,836.0,257.0,3.6286,h ocean,165500
12,6758.0,1241.0,3918.0,1100.0,3.525,h ocean,201700
11,4712.0,1098.0,4573.6600000000035,1105.0,2.5986,h ocean,135700
12,512.0,144.0,767.0,149.0,2.2667,h ocean,72900
19,1907.0,323.0,681.0,270.0,6.0332,h ocean,244900
19,3562.0,530.0,1607.0,505.0,5.0162,h ocean,283100
11,5892.0,837.0,2327.0,812.0,6.1551,h ocean,291800
34,737.0,140.0,362.0,138.0,5.1788,h ocean,270000
21,3905.0,583.0,1528.0,586.0,7.6245,h ocean,336600
15,4037.0,586.0,1596.0,557.0,8.0922,h ocean,390100
14,1835.0,468.0,1867.0,461.0,2.3879,h ocean,129800
31,1636.0,380.0,1468.0,339.0,3.2219,h ocean,114700
29,1045.0,311.0,1245.0,273.0,1.775,h ocean,112500
13,2685.0,621.0,2474.0,573.0,2.8775,h ocean,134100
28,1006.0,228.0,738.0,193.0,1.9722,h ocean,210700
33,2952.0,565.0,1264.0,517.0,4.4209,h ocean,274600
27,3184.0,520.0,1121.0,493.0,5.6383,h ocean,377000
28,1973.0,343.0,970.0,349.0,4.25,h ocean,279100
19,2150.0,479.0,1052.0,428.0,3.5039,h ocean,288400
20,1335.0,290.0,717.0,243.0,4.7891,h ocean,230600
9,1580.0,287.0,465.0,208.0,6.1668,h ocean,405800
21,2740.0,615.0,2630.0,564.0,2.6629,h ocean,102700
20,1054.0,269.0,1219.0,273.0,3.0437,h ocean,76600
22,2927.0,637.0,2546.0,618.0,2.7153,h ocean,114300
40,622.0,194.0,902.0,196.0,2.625,h ocean,109100
39,2288.0,529.0,1449.0,410.0,3.3289,h ocean,190600
23,2095.0,536.0,1858.0,457.0,3.0543,h ocean,92400
12,4776.0,1082.0,4573.6600000000035,1066.0,2.9184,h ocean,100500
30,146.0,41.0,164.0,40.0,2.3,h ocean,206300
13,1642.0,418.0,1534.0,388.0,3.1222,h ocean,125500
33,1691.0,308.0,792.0,262.0,2.6648,h ocean,164600
16,1720.0,473.0,1427.0,291.0,2.1107,h ocean,76200
27,1476.0,352.0,1156.0,358.0,3.1929,h ocean,137900
30,1484.0,414.0,1200.0,351.0,1.7548,h ocean,95800
34,2504.0,550.0,1810.0,547.0,3.4821,h ocean,113700
16,1868.0,443.0,1323.0,436.0,2.9559,h ocean,163200
12,2198.0,507.0,1971.0,502.0,2.6801,h ocean,100000
12,3738.0,710.0,2337.0,664.0,3.9647,h ocean,135000
28,1057.0,249.0,288.0,130.0,3.0526,near ocean,146900
31,372.0,68.0,479.0,67.0,3.5547,near ocean,200000
16,3077.0,628.0,1479.0,536.0,3.3724,h ocean,114600
29,1916.0,386.0,1019.0,314.0,2.4881,h ocean,87500
39,768.0,162.0,264.0,118.0,5.3245,inland,250000
14,1078.0,261.0,382.0,171.0,3.7083,near ocean,210000
20,958.0,245.0,590.0,189.0,2.6094,near ocean,362500
25,726.0,274.0,411.0,214.0,3.2375,near ocean,450000
20,8853.520000000019,1739.0,3083.0,1581.0,5.1506,near ocean,387500
22,1746.0,363.0,886.0,364.0,5.5469,h ocean,378800
18,2321.0,358.0,803.0,341.0,8.946750000000016,h ocean,426000
18,3165.0,533.0,1312.0,434.0,6.5234,near ocean,357400
28,2830.0,458.0,898.0,370.0,5.8142,near ocean,500001
42,3944.0,738.0,1374.0,598.0,4.174,near ocean,394400
39,5468.0,834.0,1782.0,712.0,5.7248,near ocean,398800
33,5323.0,887.0,1670.0,740.0,3.9792,near ocean,468000
40,2124.0,449.0,643.0,341.0,5.5164,near ocean,369100
30,2722.0,584.0,628.0,384.0,3.4048,near ocean,487100
39,2144.0,538.0,749.0,419.0,2.7039,near ocean,364000
37,2190.0,419.0,490.0,300.0,3.7852,near ocean,465800
44,3494.0,635.0,693.0,415.0,3.6,near ocean,452800
52,2616.0,483.0,582.0,313.0,3.275,near ocean,500001
31,1736.0,250.0,497.0,170.0,6.3835,near ocean,407800
25,2201.0,353.0,622.0,295.0,5.0621,near ocean,386500
32,3152.0,504.0,793.0,426.0,7.1198,near ocean,469900
22,3553.0,530.0,1108.0,441.0,5.8505,near ocean,417100
23,4911.0,693.0,1480.0,606.0,6.777,near ocean,500000
28,3153.0,409.0,569.0,271.0,8.946750000000016,near ocean,500001
33,3455.0,683.0,1704.0,663.0,4.0154,near ocean,225700
29,3735.0,808.0,1873.0,757.0,3.1543,near ocean,253800
34,2351.0,435.0,1063.0,428.0,3.725,near ocean,278000
27,3044.0,661.0,1229.0,618.0,3.1359,near ocean,268000
39,869.0,173.0,406.0,165.0,4.0313,near ocean,253800
52,974.0,190.0,403.0,181.0,4.3281,near ocean,236500
52,1001.0,191.0,425.0,184.0,3.7614,near ocean,241700
47,1811.0,401.0,948.0,375.0,3.0379,near ocean,249300
52,1431.0,300.0,657.0,293.0,3.2865,h ocean,240100
52,867.0,199.0,391.0,187.0,2.6713,near ocean,234600
52,1410.0,303.0,578.0,285.0,2.5625,near ocean,235400
52,728.0,161.0,313.0,142.0,3.4327,near ocean,254500
40,1292.0,271.0,504.0,230.0,2.475,h ocean,258300
30,724.0,167.0,325.0,155.0,3.3333,h ocean,247900
19,2371.0,324.0,944.0,332.0,5.9175,h ocean,240200
52,2584.0,599.0,790.0,444.0,2.5263,near ocean,286400
52,541.0,157.0,240.0,145.0,3.5865,h ocean,290000
52,1220.0,267.0,488.0,265.0,3.7454,h ocean,243800
42,817.0,194.0,391.0,193.0,2.1776,h ocean,279200
28,3983.0,852.0,1582.0,778.0,3.5147,near ocean,313900
33,1740.0,342.0,638.0,329.0,3.1912,near ocean,319800
40,1076.0,193.0,406.0,180.0,3.4943,h ocean,311100
41,1049.0,198.0,428.0,183.0,4.3571,near ocean,287500
36,877.0,175.0,349.0,168.0,3.4167,h ocean,339100
20,1834.0,554.0,971.0,514.0,3.0383,h ocean,217300
29,3412.0,827.0,1574.0,759.0,2.9309,near ocean,217100
30,2755.0,597.0,1519.0,554.0,3.2952,near ocean,234600
27,1619.0,352.0,831.0,344.0,4.3,near ocean,226400
21,1242.0,340.0,834.0,362.0,2.4922,near ocean,243800
39,1629.0,423.0,804.0,386.0,2.4663,near ocean,236500
33,2461.0,649.0,1234.0,601.0,2.8727,near ocean,225000
45,2249.0,412.0,944.0,429.0,3.0625,near ocean,260300
42,2689.0,510.0,1023.0,459.0,4.6182,near ocean,301000
31,1431.0,435.0,704.0,393.0,3.1977,near ocean,289300
31,2034.0,335.0,966.0,322.0,4.6964,near ocean,291300
35,2605.0,410.0,1110.0,406.0,5.5519,near ocean,329500
17,5039.0,833.0,1678.0,710.0,6.2323,near ocean,339100
40,626.0,164.0,337.0,150.0,2.7917,h ocean,225000
19,656.0,200.0,248.0,173.0,1.2656,h ocean,500000
30,1671.0,469.0,760.0,375.0,2.5164,h ocean,178100
30,1822.0,505.0,932.0,496.0,2.6894,h ocean,179500
18,2700.0,937.0,1042.0,744.0,3.1364,near ocean,150000
32,784.0,112.0,262.0,114.0,6.918,near ocean,500001
29,4910.0,871.0,3438.0,904.0,4.0432,near ocean,450000
20,6332.0,991.0,2668.0,955.0,5.7578,h ocean,347700
13,3030.0,413.0,1027.0,363.0,6.9615,h ocean,500001
21,1616.0,400.0,688.0,384.0,4.2109,h ocean,278800
31,1044.0,285.0,762.0,301.0,3.038,h ocean,195300
21,3634.0,1011.0,1985.0,917.0,2.9085,h ocean,156300
33,1409.0,307.0,633.0,290.0,3.5568,h ocean,191200
21,2381.0,701.0,1264.0,659.0,2.5372,h ocean,218000
42,891.0,203.0,525.0,212.0,3.3156,h ocean,186300
34,3852.0,733.0,1661.0,696.0,4.3269,h ocean,221300
27,5665.0,1281.0,3612.0,1191.0,3.0542,h ocean,142100
30,2748.0,502.0,1491.0,535.0,4.3472,h ocean,185000
26,2902.0,761.0,2258.0,719.0,2.5663,h ocean,128900
30,2958.0,691.0,1616.0,666.0,3.4643,h ocean,191800
21,2876.0,802.0,2487.0,795.0,2.2007,h ocean,112800
15,2190.0,586.0,1570.0,510.0,1.875,h ocean,122300
24,2437.0,438.0,1430.0,444.0,3.8015,h ocean,169100
26,3723.0,789.0,2563.0,747.0,3.4531,h ocean,133100
27,2248.0,466.0,1644.0,453.0,3.2545,h ocean,131200
33,2938.0,576.0,1516.0,568.0,3.5,h ocean,162400
33,1771.0,398.0,1037.0,388.0,2.7708,h ocean,161800
41,3138.0,717.0,1890.0,642.0,2.4864,h ocean,140400
38,238.0,435.0,191.0,67.0,1.3897,h ocean,125000
37,338.0,109.0,231.0,100.0,2.5313,h ocean,108300
26,32.0,8.0,27.0,10.0,2.225,h ocean,150000
11,8853.520000000019,1739.0,4573.6600000000035,1581.0,2.3087,h ocean,118800
18,8581.0,1739.0,4573.6600000000035,1581.0,3.0,h ocean,162200
22,6912.0,1513.0,3794.0,1455.0,3.0608,h ocean,168300
14,2493.0,407.0,1296.0,418.0,5.4508,h ocean,190000
12,3877.0,914.0,2274.0,858.0,3.4239,h ocean,194800
18,6601.0,1395.0,3562.0,1299.0,3.512,h ocean,174800
52,144.0,54.0,89.0,48.0,1.0096,near bay,162500
52,935.0,224.0,315.0,207.0,1.8287,near bay,146900
21,1108.0,269.0,524.0,274.0,2.7619,near bay,154600
52,1128.0,207.0,450.0,197.0,3.3542,near bay,154600
52,1219.0,288.0,847.0,283.0,1.6691,near bay,183300
23,1398.0,388.0,1112.0,406.0,2.2366,near bay,140200
52,3217.0,742.0,1670.0,671.0,2.4398,near bay,163100
48,2278.0,477.0,1219.0,453.0,2.9643,near bay,154000
40,1739.0,318.0,744.0,312.0,2.6518,near bay,156100
38,2308.0,425.0,1272.0,406.0,3.6083,near bay,134200
10,969.0,160.0,482.0,180.0,6.5799,near bay,218100
36,1446.0,306.0,678.0,295.0,2.8409,near bay,153000
23,526.0,152.0,245.0,130.0,2.0134,near bay,142500
19,531.0,112.0,139.0,80.0,1.9875,near bay,325000
20,3870.0,795.0,2088.0,774.0,3.3021,near bay,152700
24,2831.0,502.0,1462.0,503.0,4.5,near bay,158300
37,1170.0,303.0,766.0,302.0,2.6618,near bay,136200
33,4518.0,704.0,1776.0,669.0,5.2444,near bay,281100
31,1267.0,319.0,545.0,297.0,1.9946,near bay,206800
44,3030.0,589.0,1373.0,582.0,2.9054,near bay,155200
12,4609.0,1005.0,2293.0,960.0,3.4543,near bay,194500
23,4312.0,993.0,2317.0,934.0,2.7667,near bay,153200
20,2063.0,486.0,1045.0,460.0,2.5035,near bay,153200
34,1797.0,395.0,1162.0,407.0,3.455,near bay,137500
25,4927.0,1005.0,2756.0,998.0,2.7325,near bay,162900
52,58.0,18.0,48.0,22.0,1.76,near bay,166700
45,3075.0,754.0,1635.0,723.0,2.2721,near bay,139800
44,3690.0,809.0,1922.0,736.0,2.6346,near bay,139800
19,4187.0,684.0,1827.0,605.0,4.5293,near bay,210400
21,1922.0,344.0,1051.0,342.0,3.6042,near bay,183300
15,4741.0,956.0,2043.0,856.0,4.1862,near bay,183600
26,2155.0,339.0,956.0,365.0,4.0132,near bay,174700
33,2463.0,421.0,1235.0,465.0,3.7045,near bay,161500
17,851.0,118.0,370.0,123.0,5.0877,near bay,209300
15,3193.0,468.0,1303.0,426.0,5.3017,near bay,202600
19,2922.0,417.0,1221.0,442.0,5.8002,near bay,238700
22,2483.0,528.0,1478.0,492.0,4.0878,near bay,164400
35,3997.0,762.0,2074.0,703.0,3.285,near bay,138100
26,2710.0,498.0,1439.0,484.0,5.0,near bay,175200
14,6778.0,947.0,2768.0,1014.0,6.1953,near bay,258900
25,3883.0,740.0,1641.0,676.0,3.9,near bay,187300
32,2577.0,458.0,1172.0,447.0,3.8796,near bay,175500
45,3023.0,659.0,1789.0,657.0,3.6039,near bay,126000
21,1607.0,356.0,834.0,352.0,2.3787,near bay,177900
14,3541.0,499.0,1577.0,459.0,5.3351,near bay,269900
20,1789.0,434.0,1113.0,398.0,2.4728,near bay,139700
25,1701.0,427.0,1021.0,399.0,3.0404,near bay,142100
31,1633.0,316.0,944.0,300.0,3.3977,near bay,158700
34,1748.0,284.0,783.0,303.0,4.3585,near bay,194400
4,1051.0,263.0,455.0,248.0,3.6389,near bay,130200
18,3548.0,880.0,1476.0,699.0,3.7188,near bay,163400
35,1273.0,210.0,555.0,181.0,4.4861,near bay,269300
33,213.0,36.0,91.0,33.0,4.9167,near bay,187500
42,106.0,18.0,40.0,25.0,7.5197,near bay,275000
13,7065.0,1259.0,3864.0,1221.0,4.7472,near bay,148600
34,778.0,137.0,406.0,136.0,4.2955,near bay,121300
45,350.0,435.0,225.0,72.0,1.8942,near bay,216700
17,4459.0,944.0,1812.0,888.0,2.9375,near bay,106700
23,2840.0,491.0,1586.0,466.0,4.0337,near bay,130400
33,1066.0,191.0,403.0,163.0,6.8,h ocean,240800
29,1868.0,291.0,764.0,284.0,4.825,near bay,195100
18,3735.0,557.0,1504.0,521.0,5.6304,near bay,243100
33,2017.0,370.0,949.0,342.0,4.625,near bay,228600
33,1408.0,273.0,520.0,212.0,3.5781,h ocean,242500
28,1020.0,169.0,504.0,164.0,4.5694,inland,287500
20,4867.0,1015.0,1725.0,1015.0,2.5685,inland,267600
20,3494.0,549.0,1673.0,541.0,5.5718,inland,185200
18,1808.0,400.0,968.0,370.0,3.7067,inland,175000
16,2716.0,546.0,898.0,500.0,2.2536,inland,201200
24,407.0,68.0,175.0,61.0,6.0266,inland,216700
12,4270.0,654.0,1624.0,598.0,5.5266,inland,331300
28,2024.0,340.0,844.0,309.0,4.7833,inland,361100
36,831.0,122.0,272.0,109.0,6.3427,inland,304800
44,1066.0,190.0,416.0,174.0,3.6389,near bay,304000
25,1821.0,344.0,349.0,179.0,6.9931,inland,398800
34,2048.0,316.0,780.0,267.0,5.815,near bay,339200
31,3440.0,574.0,1538.0,537.0,5.5368,near bay,325900
38,1938.0,301.0,823.0,285.0,6.1089,near bay,280800
35,1227.0,236.0,548.0,207.0,4.875,inland,336700
29,2278.0,397.0,765.0,322.0,4.6379,inland,348200
33,2542.0,466.0,1099.0,420.0,4.635,inland,248500
18,2487.0,516.0,980.0,503.0,3.5506,inland,187500
25,928.0,195.0,413.0,184.0,3.4904,inland,196900
49,1977.0,393.0,741.0,339.0,3.1312,inland,247600
37,3049.0,435.0,1287.0,439.0,4.3125,inland,276500
23,2191.0,415.0,959.0,361.0,4.1993,inland,214500
18,1297.0,337.0,610.0,312.0,1.9441,inland,184400
24,1741.0,289.0,564.0,231.0,3.6118,inland,248400
26,2101.0,390.0,2171.0,360.0,3.6429,inland,159700
34,2517.0,483.0,1324.0,464.0,3.0938,inland,189400
20,1036.0,202.0,589.0,194.0,5.3698,inland,303300
37,1898.0,359.0,973.0,340.0,4.2096,inland,256600
32,1735.0,331.0,785.0,309.0,3.6641,inland,275800
18,742.0,142.0,343.0,119.0,3.1563,inland,98400
22,509.0,103.0,139.0,73.0,2.1979,inland,152800
22,678.0,137.0,336.0,103.0,4.4,inland,142500
15,1743.0,366.0,655.0,264.0,3.3393,inland,146900
35,1705.0,321.0,708.0,253.0,3.4539,inland,300000
43,2088.0,379.0,721.0,293.0,4.65,h ocean,245000
18,2083.0,506.0,926.0,487.0,1.9925,inland,225000
33,1239.0,262.0,539.0,246.0,3.5208,inland,195800
32,2723.0,637.0,1549.0,556.0,2.3942,inland,183100
18,3753.0,752.0,1454.0,668.0,3.7585,h ocean,185700
15,6828.0,1319.0,3002.0,1318.0,2.4726,inland,143400
17,1878.0,345.0,892.0,299.0,2.8864,inland,143100
13,1110.0,216.0,602.0,209.0,2.5887,inland,144400
16,1000.0,197.0,508.0,190.0,2.3062,inland,138800
17,838.0,161.0,388.0,142.0,3.6563,inland,163500
10,3063.0,497.0,1168.0,507.0,4.4375,inland,185100
10,3138.0,524.0,1275.0,511.0,4.0775,inland,164500
8,4839.0,832.0,1977.0,762.0,4.0848,inland,155900
7,2767.0,423.0,1143.0,382.0,3.6333,inland,170200
8,2870.0,526.0,1307.0,451.0,3.463,inland,201700
7,439.0,84.0,246.0,80.0,3.0781,inland,162500
13,1839.0,275.0,752.0,270.0,4.2031,inland,209600
10,1813.0,311.0,827.0,287.0,3.6087,inland,182100
9,2374.0,372.0,884.0,333.0,4.5042,inland,206400
12,1875.0,307.0,806.0,283.0,3.9185,inland,195200
14,1651.0,279.0,633.0,261.0,4.2802,inland,194800
15,1999.0,287.0,585.0,246.0,5.5161,inland,361900
11,1887.0,303.0,775.0,283.0,3.8417,inland,187200
14,1405.0,269.0,660.0,228.0,3.0804,inland,156800
14,1131.0,193.0,520.0,178.0,3.9,inland,180400
13,1085.0,227.0,629.0,214.0,5.0389,inland,171500
9,1431.0,254.0,681.0,221.0,3.045,inland,170400
10,680.0,143.0,354.0,140.0,4.0333,inland,161500
19,2323.0,397.0,963.0,379.0,3.7426,inland,162700
14,811.0,161.0,352.0,121.0,3.5938,inland,140300
9,3415.0,562.0,1208.0,479.0,4.3646,inland,185900
5,906.0,144.0,376.0,141.0,4.3523,inland,188200
8,2112.0,360.0,782.0,344.0,3.7125,inland,175000
7,4194.0,673.0,1355.0,566.0,4.3702,inland,226100
9,2802.0,447.0,955.0,418.0,5.2359,inland,213300
16,1528.0,351.0,729.0,319.0,2.4688,inland,138800
14,1006.0,187.0,462.0,185.0,3.1042,inland,152000
9,999.0,189.0,411.0,176.0,2.125,inland,151800
16,1039.0,182.0,554.0,184.0,2.9688,inland,128300
13,3883.0,763.0,1816.0,682.0,2.8102,inland,144400
14,983.0,163.0,399.0,161.0,2.2917,inland,145100
11,1265.0,224.0,573.0,205.0,3.3603,inland,162500
39,2099.0,433.0,929.0,423.0,1.9886,inland,113800
48,1188.0,227.0,471.0,219.0,2.3125,inland,125700
20,1634.0,374.0,1053.0,390.0,1.5313,inland,154900
10,2229.0,537.0,982.0,512.0,2.186,inland,132700
52,1749.0,422.0,837.0,391.0,2.325,inland,109700
35,2637.0,511.0,1181.0,480.0,2.7813,inland,109200
52,2432.0,495.0,928.0,435.0,2.425,inland,121100
30,2188.0,435.0,1033.0,437.0,2.1419,inland,105200
17,3033.0,590.0,1319.0,583.0,2.4811,inland,111800
25,2200.0,439.0,1045.0,419.0,2.6042,inland,116700
45,204.0,62.0,133.0,51.0,1.0,inland,90600
16,1427.0,319.0,642.0,333.0,1.4241,inland,125000
14,1889.0,471.0,853.0,399.0,2.25,inland,112500
28,2843.0,535.0,1310.0,525.0,3.2337,inland,123100
48,1759.0,389.0,716.0,350.0,2.3125,inland,108300
52,1452.0,309.0,637.0,299.0,2.2083,inland,103900
43,1264.0,273.0,611.0,260.0,2.535,inland,117100
12,1321.0,268.0,661.0,232.0,4.0062,inland,153800
14,3338.0,608.0,1373.0,562.0,3.67,inland,160100
15,2809.0,450.0,1267.0,408.0,4.0426,inland,191700
16,1497.0,275.0,737.0,243.0,2.8942,inland,182500
15,2993.0,562.0,1296.0,518.0,3.3009,inland,156800
13,2331.0,464.0,1110.0,419.0,3.6563,inland,164900
14,770.0,116.0,285.0,116.0,3.6434,inland,155400
23,2550.0,457.0,1016.0,405.0,3.6607,inland,153000
10,1170.0,225.0,537.0,194.0,3.2813,inland,163200
17,856.0,167.0,518.0,170.0,3.5859,inland,144300
17,2277.0,459.0,1149.0,476.0,3.2303,inland,149500
52,3720.0,707.0,1424.0,609.0,3.2,inland,155000
49,3739.0,759.0,1422.0,606.0,2.4283,inland,143100
14,810.0,151.0,302.0,138.0,3.1094,inland,136100
52,1549.0,275.0,604.0,249.0,2.2278,inland,155400
14,1864.0,331.0,894.0,332.0,3.4028,inland,171800
14,3120.0,595.0,1569.0,556.0,3.5385,inland,157400
17,3127.0,539.0,1390.0,520.0,3.9537,inland,172800
17,2282.0,431.0,974.0,371.0,3.5417,inland,155100
16,2616.0,422.0,1090.0,425.0,3.7917,inland,179200
16,352.0,105.0,226.0,82.0,1.6094,inland,79500
15,1337.0,326.0,1172.0,306.0,2.6341,inland,85000
17,3442.0,705.0,1693.0,619.0,2.8102,inland,128900
18,453.0,117.0,152.0,77.0,1.3523,inland,85700
17,1076.0,283.0,171.0,64.0,2.125,inland,83900
18,1046.0,204.0,486.0,179.0,4.119,inland,110900
26,1988.0,379.0,905.0,321.0,3.7841,inland,109500
16,1536.0,298.0,646.0,208.0,2.3594,inland,155700
14,2421.0,489.0,1000.0,354.0,3.5652,inland,119800
10,614.0,141.0,195.0,95.0,0.9283,inland,116300
